date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:22:03	34821/34821	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:36%20GMT	https://static.wixstatic.com/media/1f031c_a3389eee979d4be6ae8364c80f6c7eb4~mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_216,h_217,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/emmylou%20copy.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_a3389eee979d4be6ae8364c80f6c7eb4_mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_216,h_217,al_c,q_85,usm_0.66_1.00_0.01,enc_/emmylou%20copy.31.delaye	(from https://www.virtualstaffing.net/aboutus)
15:22:03	100573/100573	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:36%20GMT	https://static.wixstatic.com/media/1f031c_3520801decdd41fa898ff3df1cf8e88c~mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_216,h_217,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/art.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_3520801decdd41fa898ff3df1cf8e88c_mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_216,h_217,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/art.png	(from https://www.virtualstaffing.net/aboutus)
15:22:03	7786/7786	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:36%20GMT	https://static.wixstatic.com/media/1f031c_548f309b9c3f482bbb8746be8076a6b9~mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/ailyn.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_548f309b9c3f482bbb8746be8076a6b9_mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/ailyn.png	(from https://www.virtualstaffing.net/aboutus)
15:22:03	46296/46296	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:36%20GMT	https://static.wixstatic.com/media/1f031c_68eae9a259d745619e1c6136d09e4509~mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_216,h_217,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/art%20copy%202.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_68eae9a259d745619e1c6136d09e4509_mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_216,h_217,al_c,q_85,usm_0.66_1.00_0.01,enc_au/art%20copy%202.33.delaye	(from https://www.virtualstaffing.net/aboutus)
15:22:04	7865/7865	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:37%20GMT	https://static.wixstatic.com/media/1f031c_2005acf989024986afd529c88d58b8e9~mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/ariesclr.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_2005acf989024986afd529c88d58b8e9_mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/ariesclr.png	(from https://www.virtualstaffing.net/aboutus)
15:22:04	5342/5342	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:37%20GMT	https://static.wixstatic.com/media/1f031c_568ac37af63f43558f5fb587131fd0ba~mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/ailyn%20copy.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_568ac37af63f43558f5fb587131fd0ba_mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,e/ailyn%20copy.35.delaye	(from https://www.virtualstaffing.net/aboutus)
15:22:04	7998/7998	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:37%20GMT	https://static.wixstatic.com/media/1f031c_5791942fbe454f109e4efd86228cd14f~mv2.png/v1/crop/x_1,y_0,w_262,h_263/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/lyle_clr.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_5791942fbe454f109e4efd86228cd14f_mv2.png/v1/crop/x_1,y_0,w_262,h_263/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/lyle_clr.png	(from https://www.virtualstaffing.net/aboutus)
15:22:04	5616/5616	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:38%20GMT	https://static.wixstatic.com/media/1f031c_3db8a8ba347a4699bd877a379de7638c~mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/ariesclr%20copy.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_3db8a8ba347a4699bd877a379de7638c_mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_/ariesclr%20copy.37.delaye	(from https://www.virtualstaffing.net/aboutus)
15:22:04	7399/7399	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:38%20GMT	https://static.wixstatic.com/media/1f031c_01ffcf33007d4a86910d4d58af7447c7~mv2.png/v1/crop/x_1,y_0,w_262,h_263/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/warren_clr.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_01ffcf33007d4a86910d4d58af7447c7_mv2.png/v1/crop/x_1,y_0,w_262,h_263/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,e/warren_clr.38.delaye	(from https://www.virtualstaffing.net/aboutus)
15:22:05	5557/5557	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:38%20GMT	https://static.wixstatic.com/media/1f031c_75a815d3bc454e3f904896617e0c3067~mv2.png/v1/crop/x_1,y_0,w_262,h_263/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/lyle_b.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_75a815d3bc454e3f904896617e0c3067_mv2.png/v1/crop/x_1,y_0,w_262,h_263/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/lyle_b.png	(from https://www.virtualstaffing.net/aboutus)
15:22:05	5605/5605	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:38%20GMT	https://static.wixstatic.com/media/1f031c_3948de7ac8e44bc7b51f30891ae075c3~mv2.png/v1/crop/x_1,y_0,w_262,h_263/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/warren_blk.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_3948de7ac8e44bc7b51f30891ae075c3_mv2.png/v1/crop/x_1,y_0,w_262,h_263/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,e/warren_blk.39.delaye	(from https://www.virtualstaffing.net/aboutus)
15:22:05	7564/7564	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:39%20GMT	https://static.wixstatic.com/media/1f031c_fb5e0e33099844d3ad99b7606b9140d4~mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/anton.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_fb5e0e33099844d3ad99b7606b9140d4_mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/anton.png	(from https://www.virtualstaffing.net/aboutus)
15:22:06	5336/5336	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:39%20GMT	https://static.wixstatic.com/media/1f031c_cc25cfa5daa84d34a8c7d47ba0390762~mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/antonb.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_cc25cfa5daa84d34a8c7d47ba0390762_mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/antonb.png	(from https://www.virtualstaffing.net/aboutus)
15:22:06	9197/9197	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:40%20GMT	https://static.wixstatic.com/media/1f031c_46977c6525794431a55d3b1f778d8782~mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/manolit.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_46977c6525794431a55d3b1f778d8782_mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/manolit.png	(from https://www.virtualstaffing.net/aboutus)
15:22:07	8762/8762	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:40%20GMT	https://static.wixstatic.com/media/1f031c_e921032bd78a45919a59d9e3b148558b~mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/jomar.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_e921032bd78a45919a59d9e3b148558b_mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/jomar.png	(from https://www.virtualstaffing.net/aboutus)
15:22:07	5849/5849	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:40%20GMT	https://static.wixstatic.com/media/1f031c_f80b1e99e27242afb729f1ae76556194~mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/manolit%20copy.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_f80b1e99e27242afb729f1ae76556194_mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2/manolit%20copy.3f.delaye	(from https://www.virtualstaffing.net/aboutus)
15:22:08	7831/7831	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:41%20GMT	https://static.wixstatic.com/media/1f031c_3a0d5ddb15d24acc88820c9a8edcf6e5~mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/kenneth.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_3a0d5ddb15d24acc88820c9a8edcf6e5_mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/kenneth.png	(from https://www.virtualstaffing.net/aboutus)
15:22:08	5792/5792	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:41%20GMT	https://static.wixstatic.com/media/1f031c_5d656f2006664fbebd9722e63c5cfd9f~mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/jomar%20copy.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_5d656f2006664fbebd9722e63c5cfd9f_mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,e/jomar%20copy.41.delaye	(from https://www.virtualstaffing.net/aboutus)
15:22:09	8962/8962	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:41%20GMT	https://static.wixstatic.com/media/1f031c_9939c0d67bc54dc59986b84eebe965b5~mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/jason.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_9939c0d67bc54dc59986b84eebe965b5_mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/jason.png	(from https://www.virtualstaffing.net/aboutus)
15:22:09	5479/5479	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:41%20GMT	https://static.wixstatic.com/media/1f031c_a795288fd0c946fab73918069625d534~mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/kenneth%20copy.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_a795288fd0c946fab73918069625d534_mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2/kenneth%20copy.43.delaye	(from https://www.virtualstaffing.net/aboutus)
15:22:09	5781/5781	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:42%20GMT	https://static.wixstatic.com/media/1f031c_36dc468771f14512aefa2a571877f5dc~mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/jason%20copy.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_36dc468771f14512aefa2a571877f5dc_mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,e/jason%20copy.45.delaye	(from https://www.virtualstaffing.net/aboutus)
15:22:09	3862/3862	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:42%20GMT	https://static.wixstatic.com/media/1f031c_f24448b0f4084a33926194e5f839c4ca~mv2.png/v1/fill/w_38,h_31,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/1f031c_f24448b0f4084a33926194e5f839c4ca~mv2.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_f24448b0f4084a33926194e5f839c4ca_mv2.png/v1/fill/w_38,h_31,al_c,q_85,usm_0.66_1.00_0.01,blur_2,e/1f031c_f24448b0f4084a33926194e5f839c4ca_mv2.4	(from https://www.virtualstaffing.net/aboutus)
15:22:10	3392/3392	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2007:22:43%20GMT	https://static.wixstatic.com/media/1f031c_82186b162c404ffd8c424819077ca18e~mv2.jpg/v1/fill/w_122,h_91,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/1f031c_82186b162c404ffd8c424819077ca18e~mv2.jpg	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_82186b162c404ffd8c424819077ca18e_mv2.jpg/v1/fill/w_122,h_91,al_c,q_80,usm_0.66_1.00_0.01,blur_2,/1f031c_82186b162c404ffd8c424819077ca18e_mv2.4	(from https://www.virtualstaffing.net/aboutus)
15:22:10	81554/81554	---M-Z	200	added ('OK')	application/javascript	etag:W/%22504875ab75dac6e9d57955bf01ead785%22	https://static.parastorage.com/services/wix-thunderbolt/dist/ab-test-compilation/thunderbolt-commons.a9103bf0.bundle.min.js	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.parastorage.com/services/wix-thunderbolt/dist/ab-test-compilation/thunderbolt-commons.a9103bf0.bundle.min.js	(from https://www.virtualstaffing.net/services)
15:22:10	175775/175775	---M-Z	200	added ('OK')	application/javascript	etag:W/%2282907235614c0c77e27df5591a61cb86%22	https://static.parastorage.com/services/wix-thunderbolt/dist/ab-test-compilation/main.524dfb9d.bundle.min.js	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.parastorage.com/services/wix-thunderbolt/dist/ab-test-compilation/main.524dfb9d.bundle.min.js	(from https://www.virtualstaffing.net/services)
15:22:11	1856/1856	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2007:22:44%20GMT	https://static.wixstatic.com/media/11062b_fd6ac5a378394c4db4ab3fcb0bae0a47f000.jpg/v1/fill/w_147,h_83,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/11062b_fd6ac5a378394c4db4ab3fcb0bae0a47f000.jpg	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/11062b_fd6ac5a378394c4db4ab3fcb0bae0a47f000.jpg/v1/fill/w_147,h_83,al_c,q_80,usm_0.66_1.00_0.01,blur_2,/11062b_fd6ac5a378394c4db4ab3fcb0bae0a47f000.4	(from https://www.virtualstaffing.net/services)
15:22:11	2085/2085	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2007:22:44%20GMT	https://static.wixstatic.com/media/1f031c_f895eddea2fb4fda97ccaf8c4d245611~mv2.jpg/v1/fill/w_136,h_76,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/1f031c_f895eddea2fb4fda97ccaf8c4d245611~mv2.jpg	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_f895eddea2fb4fda97ccaf8c4d245611_mv2.jpg/v1/fill/w_136,h_76,al_c,q_80,usm_0.66_1.00_0.01,blur_2,/1f031c_f895eddea2fb4fda97ccaf8c4d245611_mv2.4	(from https://www.virtualstaffing.net/services)
15:22:11	311643/311643	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:44%20GMT	https://static.wixstatic.com/media/1f031c_c2fd042650754af08d3dc82faf8aa4dc~mv2.png/v1/fill/w_980,h_430,al_c,q_90,usm_0.66_1.00_0.01,enc_auto/services.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_c2fd042650754af08d3dc82faf8aa4dc_mv2.png/v1/fill/w_980,h_430,al_c,q_90,usm_0.66_1.00_0.01,enc_auto/services.png	(from https://www.virtualstaffing.net/services)
15:22:11	1306/1306	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2007:22:44%20GMT	https://static.wixstatic.com/media/1f031c_208411b1406448dd9a0d3cd62ed68c4c~mv2.jpeg/v1/fill/w_61,h_37,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/1f031c_208411b1406448dd9a0d3cd62ed68c4c~mv2.jpeg	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_208411b1406448dd9a0d3cd62ed68c4c_mv2.jpe/v1/fill/w_61,h_37,al_c,q_80,usm_0.66_1.00_0.01,blur_2,e/1f031c_208411b1406448dd9a0d3cd62ed68c4c_mv2.4	(from https://www.virtualstaffing.net/services)
15:22:11	1353/1353	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2007:22:45%20GMT	https://static.wixstatic.com/media/1f031c_d4973eeb03d649e79fdce998e90541fb~mv2.jpeg/v1/fill/w_61,h_41,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/1f031c_d4973eeb03d649e79fdce998e90541fb~mv2.jpeg	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_d4973eeb03d649e79fdce998e90541fb_mv2.jpe/v1/fill/w_61,h_41,al_c,q_80,usm_0.66_1.00_0.01,blur_2,e/1f031c_d4973eeb03d649e79fdce998e90541fb_mv2.4	(from https://www.virtualstaffing.net/services)
15:22:12	486564/486564	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Mar%202023%2007:22:45%20GMT	https://www.virtualstaffing.net/healthcare	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/www.virtualstaffing.net/healthcare.html	(from https://www.virtualstaffing.net/services)
15:22:12	1374/1374	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2007:22:45%20GMT	https://static.wixstatic.com/media/1f031c_1f07a022372442028ef425ba2f65b8d6~mv2.jpeg/v1/fill/w_61,h_41,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/1f031c_1f07a022372442028ef425ba2f65b8d6~mv2.jpeg	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_1f07a022372442028ef425ba2f65b8d6_mv2.jpe/v1/fill/w_61,h_41,al_c,q_80,usm_0.66_1.00_0.01,blur_2,e/1f031c_1f07a022372442028ef425ba2f65b8d6_mv2.5	(from https://www.virtualstaffing.net/services)
15:22:12	1438/1438	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2007:22:45%20GMT	https://static.wixstatic.com/media/1f031c_99cbe6db08284f8ab26f97552c259121~mv2.jpeg/v1/fill/w_61,h_41,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/1f031c_99cbe6db08284f8ab26f97552c259121~mv2.jpeg	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_99cbe6db08284f8ab26f97552c259121_mv2.jpe/v1/fill/w_61,h_41,al_c,q_80,usm_0.66_1.00_0.01,blur_2,e/1f031c_99cbe6db08284f8ab26f97552c259121_mv2.5	(from https://www.virtualstaffing.net/services)
15:22:13	514573/514573	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Mar%202023%2007:22:45%20GMT	https://www.virtualstaffing.net/financialservices	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/www.virtualstaffing.net/financialservices.html	(from https://www.virtualstaffing.net/services)
15:22:13	1271/1271	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2007:22:46%20GMT	https://static.wixstatic.com/media/1f031c_8080d538ad7a42f699d97af46333e1a3~mv2.jpeg/v1/fill/w_61,h_34,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/1f031c_8080d538ad7a42f699d97af46333e1a3~mv2.jpeg	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_8080d538ad7a42f699d97af46333e1a3_mv2.jpe/v1/fill/w_61,h_34,al_c,q_80,usm_0.66_1.00_0.01,blur_2,e/1f031c_8080d538ad7a42f699d97af46333e1a3_mv2.5	(from https://www.virtualstaffing.net/services)
15:22:13	1309/1309	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2007:22:46%20GMT	https://static.wixstatic.com/media/1f031c_8a092b1d6ca140e284f72abd9aba035c~mv2.jpeg/v1/fill/w_61,h_34,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/1f031c_8a092b1d6ca140e284f72abd9aba035c~mv2.jpeg	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_8a092b1d6ca140e284f72abd9aba035c_mv2.jpe/v1/fill/w_61,h_34,al_c,q_80,usm_0.66_1.00_0.01,blur_2,e/1f031c_8a092b1d6ca140e284f72abd9aba035c_mv2.5	(from https://www.virtualstaffing.net/services)
15:22:15	1335/1335	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2007:22:47%20GMT	https://static.wixstatic.com/media/1f031c_958fa65357d5408fa5c2479aec00593d~mv2.jpeg/v1/fill/w_61,h_41,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/1f031c_958fa65357d5408fa5c2479aec00593d~mv2.jpeg	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_958fa65357d5408fa5c2479aec00593d_mv2.jpe/v1/fill/w_61,h_41,al_c,q_80,usm_0.66_1.00_0.01,blur_2,e/1f031c_958fa65357d5408fa5c2479aec00593d_mv2.5	(from https://www.virtualstaffing.net/services)
15:22:15	1349/1349	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2007:22:47%20GMT	https://static.wixstatic.com/media/1f031c_d5b0dafe264248a7ac96f76c796c4e10~mv2.jpeg/v1/fill/w_61,h_41,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/1f031c_d5b0dafe264248a7ac96f76c796c4e10~mv2.jpeg	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_d5b0dafe264248a7ac96f76c796c4e10_mv2.jpe/v1/fill/w_61,h_41,al_c,q_80,usm_0.66_1.00_0.01,blur_2,e/1f031c_d5b0dafe264248a7ac96f76c796c4e10_mv2.5	(from https://www.virtualstaffing.net/services)
15:22:15	1676/1676	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2007:22:47%20GMT	https://static.wixstatic.com/media/1f031c_07233e47bd6042fe86233f70e6a3d340~mv2.jpg/v1/fill/w_98,h_65,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/1f031c_07233e47bd6042fe86233f70e6a3d340~mv2.jpg	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_07233e47bd6042fe86233f70e6a3d340_mv2.jpg/v1/fill/w_98,h_65,al_c,q_80,usm_0.66_1.00_0.01,blur_2,e/1f031c_07233e47bd6042fe86233f70e6a3d340_mv2.5	(from https://www.virtualstaffing.net/services)
15:22:15	469867/469867	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Mar%202023%2007:22:46%20GMT	https://www.virtualstaffing.net/internalsupport	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/www.virtualstaffing.net/internalsupport.html	(from https://www.virtualstaffing.net/services)
15:22:16	13067/13067	---M-Z	200	added ('OK')	application/javascript	etag:W/%22274bf36a3feec6d7f062db07a6894a9c%22	https://static.parastorage.com/services/wix-code-platform/1.1097.93/elementory-browser-support.min.js	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.parastorage.com/services/wix-code-platform/1.1097.93/elementory-browser-support.min.js	(from https://www.virtualstaffing.net/careers)
15:22:17	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Mar%202023%2007:22:50%20GMT	https://www.virtualstaffing.net/media/emptystate.85a4add5.svg	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/www.virtualstaffing.net/media/emptystate.85a4add5.5b.delayed	(from https://www.virtualstaffing.net/careers)
